candidate_uid,title,year,authors,venue,canonical_url,canonical_ids,source_pathways,source_names,selection_searches,selection_decisions,selection_rows,snowball_directions,snowball_decisions,snowball_seed_record_ids,snowball_rows,snowball_reason_samples,included_final,linked_record_id,primary_pathway,reconciliation_status
URL_dbccfeb31a,A Comprehensive Review of Generative AI in Finance,2024,David Kuo Chuen Lee; Chong Guan; Yinghui Yu; Qinxu Ding,,https://openalex.org/w4401129340,url:https://openalex.org/w4401129340 | url:https://openalex.org/w4402685935,snowballing,snowballing,,,0,forward,exclude,A022 | A023 | A028 | A029 | A044 | A046,6,Broad review of generative AI in finance; background rather than a direct trading-system contribution. | Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_94bccbc5c1,A comprehensive review on financial explainable AI,2025,Wei Jie Yeo; Wihan van der Heever; Rui Mao; Erik Cambria; Ranjan Satapathy; Gianmarco Mengaldo,,https://openalex.org/w4409099128,url:https://openalex.org/w4409099128,snowballing,snowballing,,,0,forward,exclude,A028,1,Broad review of explainable AI in finance; background rather than direct LLM trading-system contribution.,no,,snowballing,screened_excluded
URL_0c91bc3381,A Comprehensive Survey of Retrieval-Augmented Large Language Models for Decision Making in Agriculture: Unsolved Problems and Research Opportunities,2025,Artem Vizniuk; Grygorii Diachenko; Іvan Laktionov; Agnieszka Siwocha; Min Xiao; Jacek Smoląg,,https://openalex.org/w4407164528,url:https://openalex.org/w4407164528,snowballing,snowballing,,,0,forward,exclude,A029 | A033,2,Agriculture-domain RAG survey; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_176dc2f6f1,A comprehensive survey on integrating large language models with knowledge-based methods,2025,Wenli Yang; Lilian Some; Michael Bain; Byeong Ho Kang,,https://openalex.org/w4409385489,url:https://openalex.org/w4409385489,snowballing,snowballing,,,0,forward,exclude,A037,1,Generic survey on integrating LLMs with knowledge-based methods; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_e28a787444,A Comprehensive Survey on Machine Learning-Based Quantitative Technical Analysis in Financial Markets,2026,Qifeng He; Xiaoshu Zhu; Yan Zhou; Feng Ding; Wenbin Chen,,https://openalex.org/w7134917867,url:https://openalex.org/w7134917867,snowballing,snowballing,,,0,forward,exclude,A017,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_d222912c26,A comprehensive training platform integrating Computing Science and AI,2020,Wenjun Yu; Yu Huang,,https://openalex.org/w3133634616,url:https://openalex.org/w3133634616,snowballing,snowballing,,,0,forward,exclude,A034,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_34a591ee70,A conversational intelligent assistant for enhanced operational support in floodplain management with multimodal data,2025,Vinay Pursnani; Yusuf Sermet; İbrahim Demir,,https://openalex.org/w4408747644,url:https://openalex.org/w4408747644,snowballing,snowballing,,,0,forward,exclude,A048,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_896fdbc891,A Dutch Financial Large Language Model,2024,Sander Noels; Jorne De Blaere; Tijl De Bie,,https://openalex.org/w4404542346,url:https://openalex.org/w4404542346,snowballing,snowballing,,,0,forward,exclude,A046,1,Finance-domain language model paper; outside the survey focus on trading systems and agents.,no,,snowballing,screened_excluded
URL_bf78fbc096,A fine-tuning enhanced RAG system with quantized influence measure as AI judge,2024,Keshav Rangan; Yiqiao Yin,,https://openalex.org/w4404210426,url:https://openalex.org/w4404210426,snowballing,snowballing,,,0,forward,exclude,A028,1,Generic RAG/AI-judge system paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_17346ca4b9,A First Look at Financial Data Analysis Using ChatGPT-4o,2025,Wen-Hsiu Chou; Zifeng Feng; Bingxin Li; Liu Feng,,https://openalex.org/w4407585159,url:https://openalex.org/w4399209080 | url:https://openalex.org/w4407585159,snowballing,snowballing,,,0,forward,exclude,A046,2,Duplicate variant of the ChatGPT-4o financial-data-analysis evaluation; background rather than direct trading-system contribution. | Evaluation of ChatGPT-4o for financial data analysis; useful background but not a direct trading-system contribution.,no,,snowballing,screened_excluded
URL_71d23e6f4b,A Framework for Agricultural Intelligent Analysis Based on a Visual Language Large Model,2024,Piaofang Yu; Bo Lin,,https://openalex.org/w4402577759,url:https://openalex.org/w4402577759,snowballing,snowballing,,,0,forward,exclude,A040,1,Agriculture-domain visual-language model paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_174e79d28d,A Framework for LLM-Assisted Smart Policing System,2024,Paria Sarzaeim; Qusay H. Mahmoud; Akramul Azim,,https://openalex.org/w4398249971,url:https://openalex.org/w4398249971,snowballing,snowballing,,,0,forward,exclude,A029 | A033,2,Smart policing framework; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_2536d2652c,A Graph-Based Network with Attention for Stock Price Prediction,2023,Haiwei Fu,,https://openalex.org/w4388095040,url:https://openalex.org/w4388095040,snowballing,snowballing,,,0,forward,exclude,A034,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_9debd69ae0,"A Hybrid Neural Network Model for Sentiment Analysis of Financial Texts Using Topic Extraction, Pre-Trained Model, and Enhanced Attention Mechanism Methods",2024,Ganglong Duan; Shunfei Yan; Meng Zhang,,https://openalex.org/w4400679605,url:https://openalex.org/w4400679605,snowballing,snowballing,,,0,forward,exclude,A029,1,Non-LLM hybrid sentiment model; outside this survey’s agentic/LLM trading scope.,no,,snowballing,screened_excluded
URL_34cac0263a,A Literature Review of Gen AI Agents in Financial Applications: Models and Implementations,2025,Sumit Joshi,,https://openalex.org/w4407448173,url:https://openalex.org/w4407448173,snowballing,snowballing,,,0,forward,exclude,A050,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_b296407215,A Mayfly algorithm for cardinality constrained portfolio optimization,2023,Xuanyu Zheng; Changsheng Zhang; Bin Zhang,,https://openalex.org/w4379141194,url:https://openalex.org/w4379141194,snowballing,snowballing,,,0,forward,exclude,A034,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_e677393011,A Multi-Agent Approach to Investor Profiling Using Large Language Models,2025,Hua-yun Wang; Zijiang Yang,,https://openalex.org/w4413018474,url:https://openalex.org/w4413018474,snowballing,snowballing,,,0,forward,exclude,A050,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_4322396d16,A novel attention-enhanced LLM approach for accurate power demand and generation forecasting,2025,Zehuan Hu; Yuan Gao; Luning Sun; Masayuki MAE,,https://openalex.org/w4410796807,url:https://openalex.org/w4410796807,snowballing,snowballing,,,0,forward,exclude,A038,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_a37bbec191,A novel Deep Reinforcement Learning based automated stock trading system using cascaded LSTM networks,2023,Jie Zou; Jiashu Lou; Baohua Wang; Siya Liu,,https://openalex.org/w4389219081,url:https://openalex.org/w4389219081,snowballing,snowballing,,,0,forward,exclude,A034,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_735b42f810,A platform for the biomedical application of large language models,2025,Sebastian Lobentanzer; Shaohong Feng; Noah Bruderer; Andreas Maier; A. Dı́az; Amy Strange; A. A. Ismail; Anton Kulaga; Aurélien Dugourd; Barbara Zdrazil; Bastien Chassagnol; Cyril Pommier; Daniele Lucarelli; Ellen M. McDonagh; Emma Verkinderen; Fernando M. Delgado-Chaves; Georg Fuellen; Hannah Sonntag; Jonatan Menger; Lionel Christiaen; Ludwig Geistlinger; Luna Zacharias Zetsche; M. C. Engelke; Megan E. McNutt; Melissa Harrison; Melissa Hizli; Nikolai Usanov; Patrick Baracho; Sebastian Beier; Stefan Boeing; Taru Muranen; Trang T. Le; Valeriia Dragan; Xiaoran Zhou; Yasmin Nielsen-Tehranchian; Yuyao Song; Cankun Wang; Jan Baumbach; J. Abreu-Vicente; Nils Krehl; Qin Ma; Thomas Lemberger; Julio Sáez-Rodríguez,,https://openalex.org/w4406706905,url:https://openalex.org/w4406706905,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_4e22c4de00,A Quantitative and Qualitative Evaluation of LLM-Based Explainable Fault Localization,2024,Sungmin Kang; Gabin An; Shin Yoo,,https://openalex.org/w4400582623,url:https://openalex.org/w4400582623,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_c1f8208a63,"A review of Chinese sentiment analysis: subjects, methods, and trends",2025,Zhaoxia Wang; Donghao Huang; Jingfeng Cui; Xinyue Zhang; Seng-Beng Ho; Erik Cambria,,https://openalex.org/w4406113679,url:https://openalex.org/w4406113679,snowballing,snowballing,,,0,forward,exclude,A040,1,General Chinese sentiment-analysis review; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_e0f5837b86,A review of large language models and autonomous agents in chemistry,2024,Mayk Caldas Ramos; Christopher J. Collison; Andrew Dickson White,,https://openalex.org/w4405185373,url:https://openalex.org/w4405185373,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_f2c00b114e,"A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges",2024,Mohaimenul Azam Khan Raiaan; Md. Saddam Hossain Mukta; Kaniz Fatema; Nur Mohammad Fahad; Sadman Sakib; Most. Marufatul Jannat Mim; Jubaer Ahmad; Mohammed Eunus Ali; Sami Azam,,https://openalex.org/w4391855109,url:https://openalex.org/w4387034760 | url:https://openalex.org/w4387034804 | url:https://openalex.org/w4391855109,snowballing,snowballing,,,0,forward,exclude,A038,3,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_da8633d439,A scoping review of ChatGPT research in accounting and finance,2024,Mengming Dong; Theophanis C. Stratopoulos; Victor Xiaoqi Wang,,https://openalex.org/w4403201088,url:https://openalex.org/w4403201088,snowballing,snowballing,,,0,forward,exclude,A027 | A028 | A029,3,Broad accounting/finance ChatGPT scoping review; excluded as background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_005020d105,"A survey of emerging applications of large language models for problems in mechanics, product design, and manufacturing",2024,K.B. Mustapha,,https://openalex.org/w4405836446,url:https://openalex.org/w4405836446,snowballing,snowballing,,,0,forward,exclude,A028,1,Manufacturing/mechanics survey; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_2b626a299b,A survey of GPT-3 family large language models including ChatGPT and GPT-4,2023,Katikapalli Subramanyam Kalyan,,https://openalex.org/w4389977189,url:https://openalex.org/w4389977189,snowballing,snowballing,,,0,forward,exclude,A027 | A028,2,Generic GPT-family survey; excluded as non-finance background.,no,,snowballing,screened_excluded
URL_5b5c8bab7b,A Survey of LLM Datasets: From Autoregressive Model to AI Chatbot,2024,Fei Du; Xin-Jian Ma; Jingru Yang; Yi Liu; C. L. Luo; Xuebin Wang; Hai-Ou Jiang; Xiang Jing,,https://openalex.org/w4400869738,url:https://openalex.org/w4400869738,snowballing,snowballing,,,0,forward,exclude,A033,1,Generic survey of LLM datasets; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_596d120010,"A survey on large language model (LLM) security and privacy: The Good, The Bad, and The Ugly",2024,Yifan Yao; Jinhao Duan; Kaidi Xu; Yuanfang Cai; Zhibo Sun; Yue Zhang,,https://openalex.org/w4392353733,url:https://openalex.org/w4392353733,snowballing,snowballing,,,0,forward,exclude,A027,1,Generic LLM security/privacy survey; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_9032dbc010,A survey on large language model-based alpha mining,2025,Junjie Zhang; Shuoling Liu; Tengwen Zhang; Yuchen Shi,,https://openalex.org/w4416303649,url:https://openalex.org/w4416303649,snowballing,snowballing,,,0,forward,exclude,A025 | A026 | A030 | A041 | A042 | A045,6,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_af6fc8abc6,"A Survey on Large Language Models: Applications, Challenges, Limitations, and Practical Usage",2023,Muhammad Usman Hadi; qasem al tashi; Rizwan Qureshi; Abbas Shah; Amgad Muneer; Muhammad Irfan; Anas Zafar; Muhammad Bilal Shaikh; Naveed Akhtar; Jia Wu; Seyedali Mirjalili,,https://openalex.org/w4383737134,url:https://openalex.org/w4383737134,snowballing,snowballing,,,0,forward,exclude,A027 | A028,2,Generic LLM survey; excluded as non-finance background.,no,,snowballing,screened_excluded
URL_1cd56dfb17,"A Survey on LLMs: Evolution, Applications, and Future Frontiers",2024,KrishnaReddy Harsha; Karanam Satish Kumar; D. Sumathi; E. Ajith Jubilson,,https://openalex.org/w4405179908,url:https://openalex.org/w4405179908,snowballing,snowballing,,,0,forward,exclude,A040,1,Generic survey on LLM evolution/applications; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_fcfa91767d,A Survey on recent advances in reinforcement learning for intelligent investment decision-making optimization,2025,Feng Wang; S. X. Li; Songjie Niu; Haoran Yang; Xiaodong Li; Xiaotie Deng,,https://openalex.org/w4409695791,url:https://openalex.org/w4409695791,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_cbf828dc1b,A Survey on Symbolic Knowledge Distillation of Large Language Models,2024,K. Acharya; Alvaro Velasquez; Houbing Song,,https://openalex.org/w4400644218,url:https://openalex.org/w4400644218,snowballing,snowballing,,,0,forward,exclude,A040,1,Generic survey on knowledge distillation for LLMs; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_0c997963fb,A survey on the application and research progress of large language models in financial forecasting,2025,Ruohao Wu; Hong Liu,,https://openalex.org/w4411555145,url:https://openalex.org/w4411555145,snowballing,snowballing,,,0,forward,exclude,A037 | A048,2,Broad survey on LLMs in financial forecasting; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_c95f4d1092,A Survey on the Impact of Pre-Trained Language Models in Sentiment Classification Task,2025,Himanshu Gautam; Abhishek Gaur; Dharmendra Kumar Yadav,,https://openalex.org/w4410870785,url:https://openalex.org/w4410870785,snowballing,snowballing,,,0,forward,exclude,A040,1,Generic sentiment-classification survey; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_ccb25faf9f,A Survey on the Optimization of Large Language Model-based Agents,2026,Shangheng Du; Dan Wang; Jinxin Shi; Zhentao Xie; Xin Jiang; Yanhong Bai; Liang He,,https://openalex.org/w7125602480,url:https://openalex.org/w7125602480,snowballing,snowballing,,,0,forward,exclude,A023 | A050,2,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers. | Generic survey on optimizing LLM-based agents; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_0618f5cae0,A Survey on Enhancing Causal Reasoning Ability of Large Language Models,2025,Xin Li; Zhuo Cai; Shoujin Wang; Kun Yu; Fang Chen,,https://openalex.org/w4411446567,url:https://openalex.org/w4411446567,snowballing,snowballing,,,0,forward,exclude,A022,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_75c48a07f3,Adaptive LLM-based multi-agent systems to enhance quantitative trading performance,2026,En Cheng; Cheng-Jui Tseng; Hsueh‐Ting Chu,,https://openalex.org/w7135075882,url:https://openalex.org/w7135075882,snowballing,snowballing,,,0,forward,exclude,A022 | A024,2,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_3d7f9fdc4b,Adaptive Sample Weighting with Regime-Aware Meta-Learning Framework for Financial Forecasting,2025,Junkyu Jang; Taehwan Kim; Daesan Oh; Sung-Hyuk Park,,https://openalex.org/w4416232944,url:https://openalex.org/w4416232944,snowballing,snowballing,,,0,forward,exclude,A050,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_020568dafe,Agentic AI Meets Fundamentalist Financial Analysis: Limits and Possibilities,2026,João Nepomuceno; Eduardo Rottschaefer; Gabriel Assis; Thiago Castro Ferreira; Aline Paes,,https://openalex.org/w7126053987,url:https://openalex.org/w7126053987,snowballing,snowballing,,,0,forward,exclude,A023,1,Manual reviewer exclusion: paywalled/unobtainable for this review round; will not be cited.,no,,snowballing,screened_excluded
URL_f8782ad63d,"AI Agents vs. Agentic AI: A Conceptual taxonomy, applications and challenges",2025,Ranjan Sapkota; Konstantinos I. Roumeliotis; Manoj Karkee,,https://openalex.org/w4413427262,url:https://openalex.org/w4413427262,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_97ef220b9a,AI and Financial Risk Management Revolutionizing Risk Assessment and Mitigation,2025,Partap Singh,,https://openalex.org/w4409246984,url:https://openalex.org/w4409246984,snowballing,snowballing,,,0,forward,exclude,A043,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_1672a3d36e,AI Expectations and Market Stability,2025,Matteo Muntoni,,https://openalex.org/w7117299918,url:https://openalex.org/w7117299918,snowballing,snowballing,,,0,forward,exclude,A050,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_88e16fed74,AI for social science and social science of AI: A survey,2024,R. F. Xu; Yingfei Sun; Mengjie Ren; Shiguang Guo; Ruotong Pan; Hongyu Lin; Le Sun; Xianpei Han,,https://openalex.org/w4391669244,url:https://openalex.org/w4391669244,snowballing,snowballing,,,0,forward,exclude,A027 | A033,2,General AI-for-social-science survey; outside trading scope.,no,,snowballing,screened_excluded
URL_639bc58fa4,AI in Investment Analysis: LLMs for Equity Stock Ratings,2024,Kassiani Papasotiriou; Srijan Sood; Shayleen Reynolds; Tucker Balch,,https://openalex.org/w4404350209,url:https://openalex.org/w4404350209,snowballing,snowballing,,,0,forward,exclude,A023,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_83a8183732,AI-powered Fraud Detection in Decentralized Finance: A Project Life Cycle Perspective,2024,Bingqiao Luo; Zhen Zhang; Qian Wang; Anli Ke; Shengliang Lu; Bingsheng He,,https://openalex.org/w4404700322,url:https://openalex.org/w4404700322,snowballing,snowballing,,,0,forward,exclude,A023,1,Fraud detection / DeFi risk management paper; not a trading/portfolio agent contribution.,no,,snowballing,screened_excluded
URL_8e28964379,AirGPT: pioneering the convergence of conversational AI with atmospheric science,2025,Jun Song; Chaoyong Ma; Maohao Ran,,https://openalex.org/w4410340819,url:https://openalex.org/w4410340819,snowballing,snowballing,,,0,forward,exclude,A040,1,Atmospheric-science domain paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_f2062210a1,AlphaAgent: LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay,2025,Ziyi Tang; Zechuan Chen; J. Y. Yang; Jun Mai; Yongsen Zheng; Keze Wang; J H Chen; Liang Lin,,https://openalex.org/w4412876989,url:https://openalex.org/w4412876989,snowballing,snowballing,,,0,forward,exclude,A041,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_949af683a9,An analysis of large language models: their impact and potential applications,2024,Mohan Gurusamy; R. Prasanna Kumar; P. Vishal Krishh; A. Keerthinathan; G. Lavanya; Meka Kavya Uma Meghana; Sheba Sulthana; Srinath Doss,,https://openalex.org/w4396835373,url:https://openalex.org/w4396835373,snowballing,snowballing,,,0,forward,exclude,A028,1,Generic LLM analysis paper; excluded as non-finance background.,no,,snowballing,screened_excluded
URL_eff09741e7,An Effective Composite Investment Quantitative Strategy with Machine Learning Method,2024,Jun Yu,,https://openalex.org/w4399768558,url:https://openalex.org/w4399768558,snowballing,snowballing,,,0,forward,exclude,A034,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_463954d88e,An Ensemble Method of Deep Reinforcement Learning for Automated Cryptocurrency Trading,2024,Shuyang Wang; Diego Klabjan,,https://openalex.org/w4401719034,url:https://openalex.org/w4401719034,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_35aa2bc211,An Evaluation of Large Language Models in Financial Sentiment Analysis,2024,Alphaeus Dmonte; Eunmi Ko; Marcos Zampieri,,https://openalex.org/w4406458403,url:https://openalex.org/w4406458403,snowballing,snowballing,,,0,forward,exclude,A029,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_de35bdd56c,Analysis of CBDC narrative by central banks using large language models,2023,Andrés Alonso-Robisco; José Manuel Carbó,,https://openalex.org/w4388162262,url:https://openalex.org/w4388162262,snowballing,snowballing,,,0,forward,exclude,A029,1,Central-bank/CBDC narrative analysis; finance-adjacent but not a trading/portfolio system contribution.,no,,snowballing,screened_excluded
URL_4364ecd4de,APInf: Adaptive Policy Inference Based on Hierarchical Framework,2022,Hongjie Zhang; Shuo Wang; Jing Li,,https://openalex.org/w4308523432,url:https://openalex.org/w4308523432,snowballing,snowballing,,,0,forward,exclude,A034,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_21091a2e52,APRIL: Towards Scalable and Transferable Autonomous Penetration Testing in Large Action Space via Action Embedding,2024,Shicheng Zhou; Jingju Liu; Yuliang Lu; Jiahai Yang; Dongdong Hou; Yue Zhang; Shulong Hu,,https://openalex.org/w4405439851,url:https://openalex.org/w4405439851,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_15d954547e,Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? A Study on Several Typical Tasks,2023,Xianzhi Li; Samuel Chan; Xiaodan Zhu; Yulong Pei; Zhiqiang Ma; Xiaomo Liu; Sameena Shah,,https://openalex.org/w4389523787,url:https://openalex.org/w4389523787,snowballing,snowballing,,,0,forward,exclude,A027,1,Evaluation of ChatGPT/GPT-4 on financial text analytics tasks; useful background but not a direct trading-system contribution.,no,,snowballing,screened_excluded
URL_e5a097ba24,Assessing How Large Language Models Can Be Integrated with or Used for Blockchain Technology: Overview and Illustrative Case Study,2023,Jean Gilbert Mbula Mboma; Obed Tshimanga Tshipata; Witesyavwirwa Vianney Kambale; Kyandoghere Kyamakya,,https://openalex.org/w4390189376,url:https://openalex.org/w4390189376,snowballing,snowballing,,,0,forward,exclude,A038,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_6a6cb71d27,Assessing Social Media’s Impact on Stock Market Predictions: Financial Sentiment Embedding Approaches,2023,В. И. Иваненко,,https://openalex.org/w4391557950,url:https://openalex.org/w4391557950,snowballing,snowballing,,,0,forward,exclude,A036,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_8b95aba184,Asset Pricing Via the Conditional Variational Recurrent Autoencoder in Asian Market,2024,Yilun Wang; Shengjie Guo,,https://openalex.org/w4405175290,url:https://openalex.org/w4405175290,snowballing,snowballing,,,0,forward,exclude,A034,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_8a273ccde6,Automatically Correcting Large Language Models: <i>Surveying the Landscape of Diverse Automated Correction Strategies</i>,2024,Liangming Pan; Michael Saxon; Wenda Xu; Deepak Nathani; Xinyi Wang; William Yang Wang,,https://openalex.org/w4396665924,url:https://openalex.org/w4396665924,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_fd36446e7b,Bank of the future: automation of processes with the help of AI agents,2025,T. N. Zverkova,,https://openalex.org/w4415385403,url:https://openalex.org/w4415385403,snowballing,snowballing,,,0,forward,exclude,A010,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_f297518bad,BB-GeoGPT: A framework for learning a large language model for geographic information science,2024,Yifan Zhang; Zhiyun Wang; Zhengting He; Jingxuan Li; Gengchen Mai; Jianfeng Lin; Wei Cheng; Wenhao Yu,,https://openalex.org/w4399914797,url:https://openalex.org/w4399914797,snowballing,snowballing,,,0,forward,exclude,A027,1,Geographic information science paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_e7094b2b56,Benchmarking Medical LLMs on Anesthesiology: A Comprehensive Dataset in Chinese,2025,Bohao Zhou; Yibing Zhan; Zhonghai Wang; Yanhong Li; Chong Zhang; Baosheng Yu; Liang Ding; Hua Jin; Weifeng Liu; Xiongbin Wang; Dapeng Tao,,https://openalex.org/w4406354025,url:https://openalex.org/w4406354025,snowballing,snowballing,,,0,forward,exclude,A040,1,Medical benchmark paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_00e053d7a1,BERT4ST:: Fine-tuning pre-trained large language model for wind power forecasting,2024,Zefeng Lai; Tangjie Wu; Xihong Fei; Qiang Ling,,https://openalex.org/w4393216334,url:https://openalex.org/w4393216334,snowballing,snowballing,,,0,forward,exclude,A038,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_4ec90cf96f,Beyond Clouds: Locally Runnable LLMs as a Secure Solution for AI Applications,2024,B. V. Pranay Kumar; M. D. Shaheer Ahmed,,https://openalex.org/w4403073397,url:https://openalex.org/w4403073397,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_d6209ef30b,Big Loop and Atomization: A Holistic Review on the Expansion Capabilities of Large Language Models,2025,Zefa Hu; Yi Huang; Junlan Feng; Chao Deng,,https://openalex.org/w4413832627,url:https://openalex.org/w4413832627,snowballing,snowballing,,,0,forward,exclude,A040,1,Generic review of LLM expansion capabilities; outside finance/trading scope.,no,,snowballing,screened_excluded
